Time Step,490,1057875006ns,2158928ns,260268ns,44141153ns
Parallel Broadcast,30230,174265321ns,5764ns,60ns,36730ns
Boundary,13645,2654208ns,194ns,179ns,3090ns
dot Product,12665,123384352ns,9742ns,8060ns,145790ns
Sequential Broadcast,96985,124977586ns,1288ns,40ns,105040ns
Residual Calculation,12665,80728518ns,6374ns,4370ns,127059ns
Reduction,25330,214062148ns,8450ns,6959ns,19410ns
Halo,980,444429ns,453ns,390ns,4000ns
MPI Communication Init,14135,8703789ns,615ns,370ns,28770ns
MPI Communication Wait,14135,12102799ns,856ns,310ns,71250ns
A dot Product,12665,148865044ns,11754ns,9620ns,75239ns
CG Iteration,12665,577919129ns,45631ns,30189ns,182349ns
Compute dt,490,375079529ns,765468ns,18660ns,40733090ns
Pressure Solver,490,601617952ns,1227791ns,73519ns,18004512ns
